text,label
mobile phone shop sale of mobile phone and accessory,0000
cosmetic retail sale of body lotion air fresher sawer gel and body soap,4772
beauty saloon hairdressing and beauty,9602
retail sale of cooking condiment onion cooking oil bean spice,4711
wholesale of food product wholesale of rice cooking oil onion groundnut green bean pasta seasoning ingredient etc,4630
retail sale of food and non food product beverage bread milk tooth brush,4711
panel beater spraying of car,4520
event catering event catering,5621
retail sale of food and non food product retail sale food and beveridge,4711
sewing clothes textile manufacture of wearing apparel and textile,1410
importer of food and beverage wholesale and retail of food and beverage,4630
whole sale and retail of food and beverage whole of food and beverage,4630
whole sale and retail of food and beverage wholesale of food and beverage soft drink biscuit and coffee,4711
sale of charcole fuel wo wholesale of solid liquid and gaseous fuel and related product,4661
selling clothing and footwear,4641
retail sale of secondhand clothes retail sale of secondhand clothes,4774
retail sale of toy toy,4764
manufacture of fureniture manufacture of household furenitures bed wardrobe,3100
retail sale of food and non food product spice vegetable oil plastic bag,4711
retail sale of food and non food product vegetable spice plastic bag,4711
retail sale of decra and other roofing material korgate,4752
hairdressing and beauty treatment hairdressing and hair treatment,9602
manufacturing of cooking pot cooking pot,2599
sale of good and other food product in store retail sale of other food product in nonspecialized store with food beveridge or tobacco predomi,4711
retail sale of new hand bag and shoe new hand bag and shoe,4773
fatness centre training service for both health and fitness purpose,8541
printing service printing on textile plastic glass metal and other surface,1811
manufacture of metal door window and frame manufacture of structural metal product,2511
retail sale of hardware building material glass etc in specialized store retail sale of hardware paint and glass in specialized store,4752
retail of article of clothing retail sale of clothingfootwear and leather article in specialized store,4771
sale of lubricant engine oil and hydrolic retail sale of automotive fuel in specialized store,4730
retail sale of food cooked meat,4721
retail sale of food and non food product bread beverage convenient food,4711
wholesale of bottled water and beverage bottled water beverage,4630
retail sale of food and beverage retail saoe of food and beverage,4711
retail sale of article of clothing retail sale of clothing footwear and leather article,4771
sewing and designing of cloth and extiles sewing and designing,7010
retail sale of textile waxbasin,4751
cement store retail sale of cement,4752
manufacturing manufacturing of wooden bed sofa and wardrobe,1623
legal advisory service on matter drafting legal document,6910
laundry and dry cleaning laundry and cleaning of clothes,9601
repair of television television,9521
retail sale pharmaceutical retail sale ogf good and toilet article,4772
wholesale of drug sale of oral drug,4772
wholesale of metal and nonmetal watse product wholesale of waste and scrap material,4669
wholesale of bottled water and beverage bottled water and beverage,4630
food canteen preparing and serving of meal,5610
retail sale of used motor spare part and accessory retail sale of used motor vehicle part,4774
sewing of cloth and textile sewing only,1410
retail sale of good and other food product beverageswater and none food product,4711
repair and maintenance of car car,4520
wholesale and of building material sale building material plumbing material iron rod cemments,4663
retail sale of food and non food product retail sale of food and non food beveridge,4711
cosmetic retail sale of body lotion and perfume,4772
hairdressing and beauty treatment makeup and beauty treatment,9602
retail sale of cosmetic lotion perfume,4772
retail sale of spare part retail sale of motor vehicle part,4530
retail sale of food and non food product bread beverage water tooth paste,4711
carpentry and joinery workshop manufacture of funiture,3100
secondhand good retail sale of secondhand good,4774
retail sale of good and other food product beveragesfoodwater,4711
wholesale and retail of metal and nonwaste and scrap material for recycling whole sale of waste and scrap material for recycling,4669
teaching and learninh preprimary and primary education,8510
wholesale and retail of beverage wholesale of beverage,4630
activity of the head office eco bank it a group own with different nationality office in togo,7010
banking management,6419
banking incomplete data from eco bank,6419
o,6419
manufacture of local bread tapalapa manufacture of bakery product,1071
retail sale of electronic device laptop,4741
sale of beverage wholesale of beverage,4630
mechanical workshop repair of bicycle,9529
retail sale and service of computer and printing retail sale and computer repairing,9511
retail sale of cud retail sale of cud,4721
barbing salon barbing saloon,9602
retail sale of clothes and hairdressing retail sale of clothes,4771
retail sale of haberdashery thread needle button,4751
retail sale of food and non food product beverage water milk,4711
manufacturing of wooden bed and sofa mandinaring of wooden door bed and wardrobe,3100
retail sale of food and non food product bread beverage convenient food toothbrush,4711
retail sale of other building material cement retail sale of hardware paint and glass in specialized store,4752
retail sale of drug paracetamol septrin,4772
retail sale of food retail sale of akara and cook bean,5610
teaching of the quran teaching of the quran,8549
retail sale of variety of food item and other non food product food beverageswater and other nonfood product,4711
manufacture of household furenitures and door manufacture of wooden door and frame,3100
capentry workshop manufacture of furniture,3100
wholesale of cosmetic cosmetic,4649
sale of food and nonfood product retail saleof food product,4711
sew juju and harmlet other human resource provision,7830
retail sale of motor spare part and accessory sale of motor spare and accessory,4530
colanut and bitter cola retail sale of colanut and bittercola,4799
wholesale and retail sale of building and plumbing material selling tailes plywood and plumbing material,4663
retail sale of cell phone cellphone,4741
laundry service washing and drying of cloth,9601
cosmetic retail sale of body lotion perfume and shampoo,4772
sewing of cloth and designing sewing and textile,1410
fula shop wholesale of food and beveridge,4630
manufacture and sale of household furenitures manufacture of household furenitures seat,3100
metal scrap metal scrap,4669
fashion shop retail of clothes and shoe,4771
tailoring material haberdasher,4751
retail sale of building material white cement,4752
restaurant and mobile food service sale food and beverage,5610
retail sale of food and non food product retail sale of rice cooking oil onion and seasoning ingredient etc,4711
retail sale of second hand good refrigerator television,4774
retail sale of new cloth weeding dress,4773
retail sale firewood and charcoal retail sale of firewood and charcoal,4773
retail sale of meat and meat product including poultry retail sale of food in specialized store,4721
charging shop charging of car battery,4520
food product retail sale of oil rice potato and seasoning ingredient,4711
manufacture of natural juice manufacture of beverage,1030
carpenter mandinaring of wooden bed door and wardrobe,3100
manufacturing of clothes tailoringsewing textile,1410
food canteen preparing and serving of afra,5610
sale of good and other food product breadbeverages and non food product,4711
retail sale of phone selling of mobile phone and repair of mobile phone,4741
retail sale of food item and non food product in store sale of rice sugar and oil,4711
retail sale of via stall and market of food productsmaizecornbeansgroundnutsbaobab retail sale of food productsmaizecornbeansgroundnutsbaobab,4781
retail sale via stall and market of food beverage and tobacco product retail sale of good and other food productsattayaoilriceonionpotatomilkcooscoosflourpepper,4781
transportation of good and people to and from mali transportation of good and people to and from mali,4922
retail sale of good and other food product in store retail sale in non specialised store with food and beveragesbreadjuiceattaymilk,4711
retail sale via stall and market of food productsriceonionchicken garlicvinegar potato retail sale of food product riceonion chicken garlicvinegar potatomayonnaisejuicepepper,4781
retail sale via stall and market of good and other food product retail sale in non specialised store with food and beveragesdrinksriceflourmilkmaggipotato,4781
retail sale via stall and market of food product in storesonion oilvinegar rice retail sale of food product onion oilvinegar riceblack pepper potato,4781
retail sale of good and other food product in store retail sale in non specialised store with foodbeverages or tobacco predominatingmilkattaya,4711
retail sale via stall and market of meat and meat product retail sale of meat and meat product,4789
retail sale via stall and market of good and other food product retail sale in non specialised store with food and beveragesonionriceblack peppervinegarmilk,4781
retail sale via stall of food item and other good retail sale of food item and other good attaya oilrice flour milk maggi etc,4781
retail sale of second hand good retail sale of second hand good clothesbedsheets belt,4774
retail sale of good and other food product in store retail sale in non specialised store with food and beveragesbreadeggmilkjuicesugarteaattaya,4711
retail sale of good and other food product in store retail sale in non specialised store with food and other goodspampersmilkjuice,4711
retail sale of hardware paint and glass in specialised store cement retail sale of cement,4752
retail sale of good and other food product in store retail sale in non specialised store with food and beverage sugarbiscuits can beefmilk etc,4711
manufacturing of metal door window frame shutter and gate manufacturing of metal door window frame shutter and gate,2511
retail sale via stall and market of good and other food product retail sale in non specialised store with food riceonionpotatopeppertomatogarlicvinegar,4781
retail sale via stall and market of food and beverage retail sale of food product riceoilpalm oilpepperblack peppervinegar onion garlicpotato,4781
retail sale via stall and market of food product in store onionriceblack pepper retail sale of food product onionriceblack pepper mayonnaisetomato paste,4781
retail sale via stall of food product in store retail sale of food productsoiljumbopepperblackpeppervinegaronionpotato,4781
retail sale of via stall and market of food productsoiltomato pastemustard retail sale of food productsoiltomato pastemustardvinegarpotato,4781
retail sale of good and other food product in store retail sale in non specialised store with foodbeverages or tobacco predominatingjuiceattayaciga,4711
retail sale via stall and market of sewing productsfabricsneedlesthreadszipsbuttons retail sale of sewing productsfabricsneedlesthreadszipsbuttonssewing machine oil,4782
retail sale via stall and market of food product in store retail sale of food product tomato pastericebeanspotatopepper spaghetti milkbaobabonion,4781
retail sale via stall and market of food product retail sale of food product riceoilpalm oilpepperblack peppervinegar onion garlicpotato,4781
retail sale via stall and market of food product in store retail sale of food product pop corn chip noddlesbiscuits mint,4781
retail sale of male clotheshaftan honeylotionperfum retail sale of male clotheshaftan honeylotionperfum,4771
retail sale via stall and market of good and other food product retail sale of food product riceonionpotatomayonnaisetomato pastemustardvinegarspaghetti,4781
retail sale via stall and market of good and other food product retail sale in non specialised store with food and beverage,4781
retail sale via stall and market of good and other food product retail sale in non specialised store with food and beveragesoilricepeppermaggicjuicetomato,4781
retail sale via stall and market of footwearshoes retail sale of footwearsshoes,4782
retail sale via stall and market of good and other food product retail sale in non specialised store with food and beveragesoilriceoniongarlicvinegarpotato,4781
retailsales of good and other food product in non specialised store bevragrs and tobacco retailsales of good and other food product in non specialised store rice bread,4711
manifacture of funiture manifacture of funiture eg sofa bed etc,3100
wholesale of metal and non metal waste and crap wholesale of metal and non metal waste and scrap,4669
wholesale of beverage and tobacco wholesale of food beverage and tobacco eg soft drink,4630
marine fishing marine fishing eg catching fish,0311
retail store selling a variety of item including food water beverage and other non food product food water and other non food product,4711
maintenance and repair of motor cycle and related accessory part bicycle and other equipment of damage vehicle,4540
retail sale of clothing footwear leather and other article in store shoe perfume skin care boye cream,4771
manufactured of jewellery ring and related article jewellery ring precious metal,3211
teaching of arabic language and english language education at higher level,8530
retail store selling a variety of item including food water beverage and other non food product food waterbeverages and tobacco,4711
manufacture of wearing apparel clothing and textile,1410
grain millingproduction of maize corn groat meal and other cereal grain maize corn flour and grandnut,1061
manufacturing of farming tool farm tool,2593
teaching an learning pre primary teaching an learning,8510
manufactured of grain milling product maize corn rice grain and other cereas grain,1061
retail sale of provision food in non food sale of good and other product,4711
manufacturing of metal door window and their frame various type of furniture including chair window,2511
retail sale of ice block ice block,4721
retail sale of food and other non food product in non specialised store food and non food product,4711
manufacture of precious jewellery jewellery and related article,3211
retail sale of non specialised with food and non food product food and other non food product,4711
maintenance and repair of sale of electrical household appliance cooking material,4759
production of bread manufactured of bread and baker product,1071
retail store selling a variety of item including food and other non food product food and other non food,4711
manufacturing of grain milling product grain milling production of maize corncereal grain rice milling,1061
manufactured of grain milling production grain milling production of maize corn or other cereal grain,1061
milling production of grandnut in store grandnuts,1061
retail sale of food and other non food product in non specialised food and other non food product,4711
retail maintenance and repair of mobile phone mobile phone,4741
maintenance and repair of motorcycle service of bicycle and motor cycle,4540
manufacturer of grain mill product maize corn flour and other cereal grain,1061
manufactur of furniture manufactured of furniture,3100
food processing processing of into dugula peper surce findi porige,1030
manufacture of wearing apparel except fur apparel wearing apparel,1410
selling of food and non food product in non specialised store food and non food item,4711
wholesale of construction material construction material,4663
manufacture of bread and bakery product bread and bakery,1071
teaching of arabic language teaching arabic at higher level,8530
manufactured of bread and bakery product bread and bakery,1071
manufacture of grain mill product grain milling production of maize corn groat or pellet and grandnut,1061
manufactured of hand tool and general hardware axehoe and other farming tool,2593
teaching of arabic language in primary level education at pre primary and primary level,8510
retail sale of phone cover charger etc phone cover charger etc,4789
production of bread and bakery product bread,1071
retail sale in non specialised with food beverage and other non food product food water and other non food product,4711
manufacture of bread and bakery product bread and bakery production,1071
retail store selling a variety of item food and other non food product in non specialised store food and other non food product,4711
sewing clothes and textile clothes like wax,1410
retail sale of textile bazin chube brodeh getzner etc,4751
retail sale of provision with other good bread biscuit egg chocolate cigarette water butter etc,4711
retail sale of sport material sport material,4763
retail sale of textile wax brode getzner lace getzner etc,4751
retail sale of cosmetic insense spray perfume etc,4772
retail sale of household good bucket pan bowl bucket plate cup,4759
repair of telecommunication device repair of telecommunication device,9512
retail sale of different type of provision with other good bread tea milk toothpaste chewing gum,4711
retail sale of charcoal charcoal,4661
manufacturing of clothes manufacturing of sewed clothes,1410
manufacturing of custom apparel dress shirt trouser gown suit,1410
retail sale of different type of textile wax chube getzner lace brocade etc,4751
sale of different type of dish such a fufu egusi jollof rice restaurant and mobile food service,5610
retail sale of food beverage food beverage tobaco,4711
retail sale of different type of provision rice groundnut chicken garlic salt butter,4711
retail sale of cosmetic such a cream lotion lip balm hair gel shampo lipstick perfume deodorant nail polish mascara toner,4772
retail sale of food product beverage food beverage,4711
retail sale of provision with other good rice sugar ovaltine mint battery,4711
restaurant serving of food breakfast only,5610
retail sale of secondhand good secondhand good,4774
receiving transfer and paying out to customer receiving transfer and paying out to customer,6419
photocopy prepared documentsprintingbinding photocopying prepared documentsprintingbinding,8219
retail sale of textilesgetzners brodierswax retail sale of textilesgetzners brodierswax,4751
retail sale of comestics and toilet articlesperfumes lotionsdetergentshair cream retail sale of perfume lotionsdetergents hair cream,4772
manufacture of madeup textile article chair cover sewing of madeup textile article chair cover,1392
retail sale of kitchen utility spoon bowl cooking pot frying pan cup etc retail sale of kitchen utility spoon bowl cooking pot frying pan cup etc,4759
retail sale of textile in specialisedstoreschool uniform retail sale of textile school uniform,4751
retail sale of automotive fuel in specialised store engine oil retail sale of engine oil,4730
retail sale of mobile phone and accessory chargerphone caseearpiece screen protector retail sale of mobile phone and accessory chargerphone caseearpiece screen protector,4741
fashion shop retail sale of male clothes sellingnof male clothes,4771
retail sale of bread and beverage selling of bread and tobacco,4711
tailoring shopsewing of female clothes sewing of female clothes,1410
retail sale of onion and garlic jumbo selling of jumbo onion and garlic,4719
tailoring shop sewing of both male and female clothes sewing of clothes,1410
barbing salon haircut and hairstyle,9602
tailoring of clothes sewing of clothes,1410
sale of food such a water tobacco bread such a non food retail sale of food item such a bread beverage tobacco and nonfood product,4711
tailoring shop sewing and making of cloth and apparel,1410
retail sale of beverage and other food product selling of beverage and other food product,4711
welding and fabricated metal workshop making of door and window frame,2511
retail sale of food beverage and other item selling of food beverage and other item,4711
tailoring shop sewing f wearing apparel tailoring shop shop of wearing apparel,1410
wholesale of scrap materialsmaterials wholesale of scrapped good for export,4669
tailoring of sewing clothes sewing of clothes,1410
retail sale of beverage bread and tobacco selling of beverage bread and tobacco,4711
sale of food item such a bread beverage tobacco and nonfood retail sale of food item such a bread beverage tobacco and nonfood,4711
retail sale of car tyre selling of car tyre,4719
retail sale of bread mayonnaise and other food item selling of bread butter and tobacco,4711
retail sale of beveragesbreads and tobacco selling of beverage bread and tobacco,4711
retail sale of food and beverage selling of drink and food item,4711
sale of food item such a jumbo green paper black pepper palm oil oil retail sale of food item such a jumbo green paper black pepper palm oil oil,4719
restuarant preparing and sarving of meal,5610
sale of food item such a bread beverage tobacco and nonfood product retail sale of food item such a bread beverage tobacco and nonfood product,4711
carpentry work shop manufacturing of chairsdoor and window,3100
retail sale of grocery such a onion margarine mustard palm oil and other food item selling of margarine onion and other food and item,4721
sale of household material sucb a bowl spoon plait cup retail sale of household material such a bowl cup plate,4759
retail sale of refreshment drink selling of baobab juice etc,4722
retail sale of building material selling of cement paint corrigates etc,4752
retail sale of bread and juice selling of bread and butter,4711
retail of clothes footwear and clothes footwearsclothes,4771
processing and retail of sale smoke fish selling of smoke fish,1020
beah bar restaurant and lounge food drink and accommodation,5510
accomodation and preparing and serving of meal accomodation preparing and serving of meal,5510
teaching of primary school student teaching and learning of primary school student,8510
retail sale of cooking ingredient such a palm oiloil lettuce jumbovinegar selling of cooking ingredient such a oil palm oil lettuce jumbo vinegar,4719
retail sale of container product sellinfo container product,6612
beverage and bread beverage and bread,4711
retail sale of clothing and footwear selling of clothing and footwear,4771
retail sale of second hand good selling of bag cloth shoe etc,4774
retail sale of footwear such a slipper selling of clothes and footwear,4771
retail sale of scrap metal selling of scrap metal,4669
beauty saloon make up hairdressing and beauty saloon,9602
saloon hairdresser and beauty treatment,9602
retail sale of motor bicycle part selling of motorcycle part,4530
sale of household material such a pan buketbasket retail sale of household material such a plastic pan bockets,4759
tailoring of sewing clothes sewing of textile,1410
retail sale of milk and chakri selling of milk and chakri,1050
manufacturing of metal door and windoors metal door and windoors,2511
mechanic repairing of motorcar or vehicle,4520
retail sale of bread and beverage selling of bread and beverage,4711
welder workshop manufacturing of structural metal such a door and window,2511
retail sale of new clothes selling of new clothes,4771
woman beauty saloon hairdressing and makeup saloon,9602
retail of textile selling of textile,4751
touristiclodge short term accommodation,5510
hairdressing and beauty hairdressing and beauty,9602
auto mechanic garage making and repair of vehicle,4520
school administration running of the school setting up policy and employing teacher,7010
pre primary education teaching and learning,8510
retail sale of second hand cloth selling of cloth etc,4774
manufacturing of metal door and windoors welding of door and windoors,2511
tailoring shop sewing of cloth and of apparel,1410
retail sale of electrical material selling of electrical equipment,4759
retail sale of building material selling of building material,4752
beveragestobacco and bread selling of breadsbeverages and tobacco,4711
retail sale of beverage bread and tobacco selling of beveragesbreads and tobacco,4711
welding of door window buglar proof and gate welding of door window buglar proof and gate,2511
retail sale of bread and beverage selling of bread and milk,4711
retail sale of food beverage bread and other item selling of food beverage and other item,4711
food restaurant selling and serving of lunch,5610
retail sale of wearing and footwear selling of clothes such a trouser and shirt,4771
retail sale of bread beverage and other food item retail sale of food item such a bread beverage tobacco,4711
retail sale of beverage tobacco and other food product selling of tobacco and other food product,4711
retail sale of bread and beverage selling of bread and soft drink,4711
retail sale of beveragesbreads and tobacco selling of beveragesbreads and tobacco,4711
retail sale of coo selling coo,4719
retail sale of food beverage and other item sale of food beverage and other item,4711
sale of building material such a cement rock retail sale of building material such a cementrocks and paint,4663
repair of mobile phone repair of mobile phone,3314
retail sale of building material selling of cement nail spade etc,4752
fashion shop retail sale of clothes and footwear,4771
retail sale of second hand good suchas clothes and shoe selling of second hand item such a shoe,4774
retail sale of beverage and bread tobacco selling of beverage bread and tobacco,4711
smoke fish dry fish,1020
lodge acomodation and preparing and serving of meal accomodation and preparing and serving of meal,5510
retail sale of beverage bread and tobacco slling beveragesbreads and tobacco,4711
men barbing saloon barbing and shaving saloon,9602
retail sale cosmetic product cream and perfume,4772
retail sale of thread selling of thread for duplication,4751
manufacturing of wearing apparel except fur apparel sewing of cloth,1410
retailsale of beverage tobacco and other food product selling of beverage tobacco and other food product,4711
local bureau local bureau,8291
retail sale of zip and thereat selling of zip and theades,4719
photo studio instant passport photo video and program coverage such a wedding photo and video courage of programme such a wedding,5911
retail sale beverage bread and tobacco selling of beverage bread and tobacco,4711
manufacturing of wearing apparel except fur apparel sewing of wearing apparel,1410
pre primary and primary teachigand learning of quran teaching and learning of quran,8510
sale of food such a breadbeverages water tobacco retail sale of food item such a bread beverage tobacco etc,4711
salon hairdressing,9602
sale of food item a legume such a onion green paper palm oil bean tomato retail sale of food item a legume such a onion green paper palm oil bean tomato,4719
manufacture of household furniture manufacture of household furniture such a sofa chair,3100
tailoring of clothes sewing clothes,1410
inflating and selling of tire inflating and selling of car tire,4540
retail sale of fishing material selling of gallon rope net etc,4719
retail sale of food beverage and other item selling of food drink cake etc,4719
manufacture of smoke fish manufacture of dry fish,1020
retail of bread chip and tea selling of pampers biscuit and other item,4711
retail sale of mattress rope fan etc selling of rope fan pillow matress etc,4719
sewing clothes andtextiles sewing clothes,1410
retail sale of grocery selling of grocery,4721
retail sale of second hand cloth selling of trouser shirt etc,4774
welding of metal to make door window buglar proof gate welding of door window buglar proof gate,2511
sale of solar pannal switch bulbholder bulb sale of solar pannal switch bulbholder bulb,4759
retail sale of bread and beverage selling of bread beverage tobacco and other item,4711
retail sale of sugar ataya etc selling of food milk sugar etc,4719
retail sale of mobile phone accessory selling of mobile accessory such a charger,4741
manufacture of structural metal structural matal such a window and door,2511
sale of mobile accessory retail sale of accessory,4741
pastry shop baking of cake and bread,1071
retail sale of cement and rod selling of cement and rod,4752
retail sale of phone charger etc selling of phone charger cover etc,4741
administration and setting of policy setting of policy,7010
retail sale of pan bowl cup mat broom carpet selling of bowl pan cup mat broom carpet,4719
manufacture and sale of sour milk selling of sour milk,1050
bakery making baking of bread for consumption,1071
restaurant selling and serving food,5610
preparing and serving of caffe touba and breakfast preparing and serving of caffe touba and breakfast,5610
retail sale of bread and beverage selling of bread beverage and tobacco,4711
retail sale of bread and beverage selling of bread butter and mayonnaise,4711
school teaching,8542
retail sale of grocery beverage and other item selling of beverage food etc milk can food and cooking item,4719
tailoring sewing of clothes,1410
retail sale of garden seed and fertilizer selling of garden seed and fertilizer,4620
pastry pastry such cake,5621
retail sale food and vegetable item selling of food item and vegetable,4721
retail sale of beverage bread and tobacco tobacco beverage and bread,4711
retail sale building material sellingbof building material,4752
restaurant selling and serving of food,5610
retail sale of vegetable and other food item selling of vegetable and can food eg sardine milk etc,4719
restaurant selling of breakfast,5610
repair of moto tyers repair of moto tyers,4520
haircut salon haircut and hairstyle,9602
retials of food and other stuff selling of food item,4711
motorcycle mechanic workshop repair of motorcycle and related part,4540
retail sale of bread and beverage selling of bread butter mayonnaise and tobacco,4711
retail sale of sugar condensed milk and other item selling of sugar condensed milk and other food item,4721
pharmacy selling of drug medicine,4772
retail sale of foodstuff selling of sardine and mashed potato,4721
retail sale of beverage and other food product retail sale of beverage and other food product,4711
laundry shop laundering of cloth,9601
sale of food item such a bread beverage retail sale of food item such a bread beverage,4711
local shop foodbeverage and other item,4711
retail sale of breadbeverage and other food item selling of foodbeverage and other item,4711
retail sale of building material selling of cement pipe iron rod etc,4752
woman saloon hairdressing and makeup,9602
restaurant selling of food,5610
tailoring shop sewing and making of cloth and apparel,4711
tailoring shop sewing of clothes sewing of clothes,1410
retail sale of beverage bread and tobacco seling of beverage bread and tobacco,4711
retail sale cement and timber selling of cement and timber,4752
retail sale electrical and automotive product selling of automotive and electrical product,4730
retail sale of footwear and perfume selling of footwear and perfume,4771
sale of food item such a beverage tobacco and nonfood product retail sale of food item such a beverage bread nonfood product,4711
welding workshop welding of door window buglar proof gate welding of door window buglar proof gate,2511
pre primary and primary level teaching and learning teaching and learning,8510
hair dressing and plating hair dressing and plating of hair,9602
mechanic workshop maintenance and repairing of motor vehicle,4520
manufacturing of wearing apparel except fur apparel sewing of clothes,1410
retail sale of bread and beverage bread and other food stuff,4711
wilding workshop manufacturing of door and window,2511
car wash cleaning of motor vehicle,8129
retail sale of electrical material selling of electrical material,4759
retail sale of bread and beverage selling of charcolate butter and beverage,4711
repair of motor vehicle part maintenance of motor vehicle part such a tyre and inflation of tyre,4520
skill training centre offering skill training for people,8522
cosmatic selling of body cream,4772
men barbing saloon shaving and barbing of hair,9602
car mechanic garage making and repair of car,4520
retail sale of chakery selling of charkery,1050
retail sale of beverage and bread beverage and bread,4711
retail sale of wood selling of wood,4719
motor mechanic garage repair and maintenance of car,4520
manufacturing of wearing apparel sewing of wearing apparel except fur apparel,1410
retail sale of electrical equipment selling of electrical equipment,4759
trading youth teaching skill,8530
selling of vegetable such a tomato paper onion retail sale of vegetable such a tomato garlic paper,4719
bar sale of both alcoholic and non alcoholic beverage selling of beverage,5630
welding workshop manufacturing of door and window,2511
retail sale of bread and beverage selling of milk and razor blade,4711
hospital activity prescription of drug and care for sick individual,8610
retail sale of clothes and footwear selling of slipper cover shoe and tshirts,4771
restaurant preparing and serving of food,5610
retail sale of cement selling of cement for plastering and moulding,4752
retail sale of second hand good selling of second hand good such a cloth and shoe,4774
sewing of clothes both male female sewing of both male and female clothes,1410
retail of breadsbeverages and tobacco selling of beverage and bread tobacco,4711
retail sale of clothes and footwear selling of clothes and footwear,4771
retail sale of fabric selling of fabric perfume etc,4751
retail sale of jewelry ear ring body lotion cosmetic selling of cosmetic and body lotion,4772
sale of food water beverage tobacco etc retail sals of food water beverage water and nonfood item,4711
deposit and withdrawal of money deposit and withdrawal of cash,6419
manufacturing of wearing apparel except fur apparel sewing of wearing apparel except fur apparel,1410
sale of food item such a bread beverage tobacco retail sale of food item such a bread beverage tobacco and nonfood product,4711
sell bread beverage and other food item selling of food beverage and other item,4711
repair and maintenance of motorcycle making of motorcycle,4540
pastry manufacture of fish pie,5629
retail sale of cosmetic selling of cosmetic,4772
arabic and islamic education teaching and learning of islamic,8412
financial transaction wave agent financial transaction,6499
fashion shop retail sale of clothes selling of clothes,4771
manufacturing of door and windoors selling of door and windoors,3100
retail sale of thread selling of thread for manufacturing wearing,4751
manufacture of smoke fish manufacture of smoke fish,1020
tailoring of clothes sewing of clothes,4711
retail sale agricultural fertilizer and chemical sellingbof fertilizer,4773
retail of red meal burgher,1010
sale of food item such a bread beverage tobacco and nonfood product retail sale of food item such a bread beverage tobacco and nonfood,7010
building material retail sale of building material such a cement pain neils etc,4752
retail sale of second hand good selling of second hand good such a cloth and trouser,4774
retail sale of grocery product selling of grocery product,4719
retail sale of beverage tobacco and other food item selling of beverage tobacco and other food product,4711
retail sale of cosmetic body lotion female hand bag selling ofcosmetics body lotion hand bag,4772
retail sale body lotion bucket etc selling of shoe body oil bucket,4719
bar retail sale of alcoholic and non alcoholic beverage,5630
retail sale of bread and mayonnaise selling of milk powder and milk,4711
retail sale beverage and bread tobacco selling of beverage and bread tobacco,4711
babaring saloon hairdresser,9602
retail sale of farm produce such a baobab wonjo rice groundnut and cooking ingredient selling of wonjo baobab groundnut rice coo and cooking ingredient,4719
welding workshop welding,2511
fashion retail sale of clothes,4771
retail sale of cement selling of cement,4711
architecture drawing of sketch plan,7110
selling of food stuff selling bread and beverage,4711
wholesale of soap and detergent wholesale of soap and other detergent,2023
retail sale of bicycle selling of bicycle,6612
sale of second hand good such a sofa retail sale of second hand good such a sofa,4774
retail sale of clothes and footwear selling of clothes and footwear such a luis vuiton and cover shoe,4771
hair dressing and beauty saloon hair dressing and beauty saloon,9602
bakery center selling og bread,1071
tailoring workshop sewing of wearing apparel sewing of wearing apparel,1410
carpentry workshop making and repair of furniture making and repair of furniture,3100
retail sale of mobile phone selling of mobile phone and charger etc,4741
retail sale of cooking ingredient such a oil cabbage jumbo selling of cking ingredient such a oil lettuce vegetable jumbo,4719
education and health service supporting education healthy care programme skill development activity,8550
retail sale of tailoring material selling of ribbon zip etc,4719
retail sale of building material selling of cement rod etc,4752
sale of food item such a bread beverage tobacco and nonfood product retail sale of food item such a bread beverage tobacco and nonfood,4711
educational skill centre teaching of student base on method of sewing,8522
retail sale of timber selling of timber for roofing and other wooden activity,0220
retail sale of food commodity and drink selling of chip corn flakesmilk,4719
retail sale of beverage food and nin food item selling of beverage food and tobaco,4711
tailoring of sewing clothes retail sewing of clothes,1410
retail sale of food beverage and other item selling of bread beverage and other item,4711
retail sale beveragesbreads and tobacco selling of beverage bread and tobacco,4711
carpentry workshop repair and making of furniture repairand makingnof furniture,3100
wholesale of beverage and bag of rice selling of beverage and bag of rice,4630
retail sale food product such a rice oil chickenjumbo lemon sellingnf rice oilvinegar salt jumbo,4711
preparing and serving meal a well a sering of beverage preparing and serving of meal and beverage,5610
printing and copying renting and copying,1812
retail sale of second hand good selling of second hand clothes,4771
retail sale of food beverage and other item selling of food coffe rice etc,4719
welding iron workshop manufacturing and welding of irin door and window,3311
retail sale of mobile and charger mobile phone and charger,4741
retail sale of second hand good selling of second hand good such a cloth and canvas,4774
retail sale of tailoring material selling of tailoring,4751
retail sale of food beverage and tobacco predominant selling of bread butter soft drink condensed milk and other item,4711
retail sale chemical selling of chemical,4789
pre primary school teaching and learning,8510
car mechanic workshop maintenance and repair of car,4520
retail sale of cement selling of cement and other related hardware,4752
processing and smoking of fish smoking of fish,1020
building material retail sale of building material such a iron rock cement,4752
retail sale of bread and beverage selling of bread butter and beverage,4711
mechanic workshop maintenance of motorcycle,4540
retail sale of cement and building material selling of cement and building material,4752
retail sale of beverage and bread tobacco slling of beverage bread and tobacco,4711
saloon plating and har dressing plating and hair dressing,9602
barber shop shaving hair,9602
iron welding workshop fabricating metal door and window,2511
selling of tailoring material such textile retail sale of textile,4751
making of aluminium door window making and fabricating window and door frame,2511
retail sale of beverage tobacco and other food product a well a serving of coffee selling of beverage tobacco and other food product,4711
sawmilling of wood sawmilling of wood for roofing and other related activity,1610
sale of beverage and food stuff selling of bread and other food item,4711
